percentAll,count,totalCount,percentReactive,cytCombo,id,group,stim,concGroup,cell
0,0,265,0,TNFa+IL6-IL12-IFNa+,n1058,neonate,LPS,3,pDC
0.75,2,265,11.69117647,TNFa+IL6-IL12-IFNa-,n1058,neonate,LPS,3,pDC
0,0,265,0,TNFa-IL6+IL12+IFNa+,n1058,neonate,LPS,3,pDC
0,0,265,0,TNFa-IL6+IL12+IFNa-,n1058,neonate,LPS,3,pDC
0.75,2,265,11.69117647,TNFa-IL6+IL12-IFNa+,n1058,neonate,LPS,3,pDC
0.75,2,265,11.69117647,TNFa-IL6+IL12-IFNa-,n1058,neonate,LPS,3,pDC
0,0,265,0,TNFa-IL6-IL12+IFNa+,n1058,neonate,LPS,3,pDC
1.51,4,265,23.53823529,TNFa-IL6-IL12+IFNa-,n1058,neonate,LPS,3,pDC
2.26,6,265,35.22941176,TNFa-IL6-IL12-IFNa+,n1058,neonate,LPS,3,pDC
93.6,248,265,NA,TNFa-IL6-IL12-IFNa-,n1058,neonate,LPS,3,pDC
0,0,190,0,TNFa+IL6+IL12+IFNa+,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa+IL6+IL12+IFNa-,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa+IL6+IL12-IFNa+,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa+IL6+IL12-IFNa-,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa+IL6-IL12+IFNa+,n1059,neonate,LPS,3,pDC
2.11,4,190,16.036,TNFa+IL6-IL12+IFNa-,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa+IL6-IL12-IFNa+,n1059,neonate,LPS,3,pDC
2.11,4,190,16.036,TNFa+IL6-IL12-IFNa-,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa-IL6+IL12+IFNa+,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa-IL6+IL12+IFNa-,n1059,neonate,LPS,3,pDC
0,0,190,0,TNFa-IL6+IL12-IFNa+,n1059,neonate,LPS,3,pDC
1.05,2,190,7.98,TNFa-IL6+IL12-IFNa-,n1059,neonate,LPS,3,pDC
0.53,1,190,4.028,TNFa-IL6-IL12+IFNa+,n1059,neonate,LPS,3,pDC
5.79,11,190,44.004,TNFa-IL6-IL12+IFNa-,n1059,neonate,LPS,3,pDC
1.58,3,190,12.008,TNFa-IL6-IL12-IFNa+,n1059,neonate,LPS,3,pDC
86.83,165,190,NA,TNFa-IL6-IL12-IFNa-,n1059,neonate,LPS,3,pDC
0,0,475,0,TNFa+IL6+IL12+IFNa+,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa+IL6+IL12+IFNa-,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa+IL6+IL12-IFNa+,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa+IL6+IL12-IFNa-,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa+IL6-IL12+IFNa+,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa+IL6-IL12+IFNa-,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa+IL6-IL12-IFNa+,n1060,neonate,LPS,3,pDC
1.05,5,475,29.33823529,TNFa+IL6-IL12-IFNa-,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa-IL6+IL12+IFNa+,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa-IL6+IL12+IFNa-,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa-IL6+IL12-IFNa+,n1060,neonate,LPS,3,pDC
0.42,2,475,11.73529412,TNFa-IL6+IL12-IFNa-,n1060,neonate,LPS,3,pDC
0,0,475,0,TNFa-IL6-IL12+IFNa+,n1060,neonate,LPS,3,pDC
1.68,8,475,46.94117647,TNFa-IL6-IL12+IFNa-,n1060,neonate,LPS,3,pDC
0.42,2,475,11.73529412,TNFa-IL6-IL12-IFNa+,n1060,neonate,LPS,3,pDC
96.43,458,475,NA,TNFa-IL6-IL12-IFNa-,n1060,neonate,LPS,3,pDC
0,0,141,0,TNFa+IL6+IL12+IFNa+,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa+IL6+IL12+IFNa-,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa+IL6+IL12-IFNa+,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa+IL6+IL12-IFNa-,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa+IL6-IL12+IFNa+,n1061,neonate,LPS,3,pDC
0.71,1,141,10.011,TNFa+IL6-IL12+IFNa-,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa+IL6-IL12-IFNa+,n1061,neonate,LPS,3,pDC
2.84,4,141,40.044,TNFa+IL6-IL12-IFNa-,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa-IL6+IL12+IFNa+,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa-IL6+IL12+IFNa-,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa-IL6+IL12-IFNa+,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa-IL6+IL12-IFNa-,n1061,neonate,LPS,3,pDC
0,0,141,0,TNFa-IL6-IL12+IFNa+,n1061,neonate,LPS,3,pDC
2.13,3,141,30.033,TNFa-IL6-IL12+IFNa-,n1061,neonate,LPS,3,pDC
1.42,2,141,20.022,TNFa-IL6-IL12-IFNa+,n1061,neonate,LPS,3,pDC
92.9,131,141,NA,TNFa-IL6-IL12-IFNa-,n1061,neonate,LPS,3,pDC
0,0,64,0,TNFa+IL6+IL12+IFNa+,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa+IL6+IL12+IFNa-,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa+IL6+IL12-IFNa+,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa+IL6+IL12-IFNa-,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa+IL6-IL12+IFNa+,n1062,neonate,LPS,3,pDC
7.81,5,64,45.44,TNFa+IL6-IL12+IFNa-,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa+IL6-IL12-IFNa+,n1062,neonate,LPS,3,pDC
7.81,5,64,45.44,TNFa+IL6-IL12-IFNa-,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa-IL6+IL12+IFNa+,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa-IL6+IL12+IFNa-,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa-IL6+IL12-IFNa+,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa-IL6+IL12-IFNa-,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa-IL6-IL12+IFNa+,n1062,neonate,LPS,3,pDC
1.56,1,64,9.076363636,TNFa-IL6-IL12+IFNa-,n1062,neonate,LPS,3,pDC
0,0,64,0,TNFa-IL6-IL12-IFNa+,n1062,neonate,LPS,3,pDC
82.82,53,64,NA,TNFa-IL6-IL12-IFNa-,n1062,neonate,LPS,3,pDC
0,0,325,0,TNFa+IL6+IL12+IFNa+,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa+IL6+IL12+IFNa-,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa+IL6+IL12-IFNa+,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa+IL6+IL12-IFNa-,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa+IL6-IL12+IFNa+,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa+IL6-IL12+IFNa-,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa+IL6-IL12-IFNa+,n1064,neonate,LPS,3,pDC
2.46,8,325,47.02941176,TNFa+IL6-IL12-IFNa-,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa-IL6+IL12+IFNa+,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa-IL6+IL12+IFNa-,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa-IL6+IL12-IFNa+,n1064,neonate,LPS,3,pDC
1.54,5,325,29.44117647,TNFa-IL6+IL12-IFNa-,n1064,neonate,LPS,3,pDC
0.31,1,325,5.926470588,TNFa-IL6-IL12+IFNa+,n1064,neonate,LPS,3,pDC
0,0,325,0,TNFa-IL6-IL12+IFNa-,n1064,neonate,LPS,3,pDC
0.92,3,325,17.58823529,TNFa-IL6-IL12-IFNa+,n1064,neonate,LPS,3,pDC
94.77,308,325,NA,TNFa-IL6-IL12-IFNa-,n1064,neonate,LPS,3,pDC
0,0,227,0,TNFa+IL6+IL12+IFNa+,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa+IL6+IL12+IFNa-,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa+IL6+IL12-IFNa+,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa+IL6+IL12-IFNa-,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa+IL6-IL12+IFNa+,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa+IL6-IL12+IFNa-,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa+IL6-IL12-IFNa+,n1068,neonate,LPS,3,pDC
1.76,4,227,57.07428571,TNFa+IL6-IL12-IFNa-,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa-IL6+IL12+IFNa+,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa-IL6+IL12+IFNa-,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa-IL6+IL12-IFNa+,n1068,neonate,LPS,3,pDC
0.44,1,227,14.26857143,TNFa-IL6+IL12-IFNa-,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa-IL6-IL12+IFNa+,n1068,neonate,LPS,3,pDC
0,0,227,0,TNFa-IL6-IL12+IFNa-,n1068,neonate,LPS,3,pDC
0.88,2,227,28.53714286,TNFa-IL6-IL12-IFNa+,n1068,neonate,LPS,3,pDC
96.92,220,227,NA,TNFa-IL6-IL12-IFNa-,n1068,neonate,LPS,3,pDC
0,0,1460,0,TNFa+IL6+IL12+IFNa+,n1069,neonate,LPS,3,pDC
0,0,1460,0,TNFa+IL6+IL12+IFNa-,n1069,neonate,LPS,3,pDC
0,0,1460,0,TNFa+IL6+IL12-IFNa+,n1069,neonate,LPS,3,pDC
0.07,1,1460,0.676821192,TNFa+IL6+IL12-IFNa-,n1069,neonate,LPS,3,pDC
0,0,1460,0,TNFa+IL6-IL12+IFNa+,n1069,neonate,LPS,3,pDC
0.07,1,1460,0.676821192,TNFa+IL6-IL12+IFNa-,n1069,neonate,LPS,3,pDC
0,0,1460,0,TNFa+IL6-IL12-IFNa+,n1069,neonate,LPS,3,pDC
6.58,96,1460,63.62119205,TNFa+IL6-IL12-IFNa-,n1069,neonate,LPS,3,pDC
0,0,1460,0,TNFa-IL6+IL12+IFNa+,n1069,neonate,LPS,3,pDC
0,0,1460,0,TNFa-IL6+IL12+IFNa-,n1069,neonate,LPS,3,pDC
0.07,1,1460,0.676821192,TNFa-IL6+IL12-IFNa+,n1069,neonate,LPS,3,pDC
2.26,33,1460,21.85165563,TNFa-IL6+IL12-IFNa-,n1069,neonate,LPS,3,pDC
0.07,1,1460,0.676821192,TNFa-IL6-IL12+IFNa+,n1069,neonate,LPS,3,pDC
0.89,13,1460,8.605298013,TNFa-IL6-IL12+IFNa-,n1069,neonate,LPS,3,pDC
0.34,5,1460,3.287417219,TNFa-IL6-IL12-IFNa+,n1069,neonate,LPS,3,pDC
89.65,1309,1460,NA,TNFa-IL6-IL12-IFNa-,n1069,neonate,LPS,3,pDC
0,0,159,0,TNFa+IL6+IL12+IFNa+,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa+IL6+IL12+IFNa-,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa+IL6+IL12-IFNa+,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa+IL6+IL12-IFNa-,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa+IL6-IL12+IFNa+,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa+IL6-IL12+IFNa-,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa+IL6-IL12-IFNa+,n1200,neonate,LPS,3,pDC
5.03,8,159,66.6475,TNFa+IL6-IL12-IFNa-,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa-IL6+IL12+IFNa+,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa-IL6+IL12+IFNa-,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa-IL6+IL12-IFNa+,n1200,neonate,LPS,3,pDC
1.26,2,159,16.695,TNFa-IL6+IL12-IFNa-,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa-IL6-IL12+IFNa+,n1200,neonate,LPS,3,pDC
1.26,2,159,16.695,TNFa-IL6-IL12+IFNa-,n1200,neonate,LPS,3,pDC
0,0,159,0,TNFa-IL6-IL12-IFNa+,n1200,neonate,LPS,3,pDC
92.45,147,159,NA,TNFa-IL6-IL12-IFNa-,n1200,neonate,LPS,3,pDC
0.14,1,732,1.652903226,TNFa+IL6+IL12+IFNa+,n1202,neonate,LPS,3,pDC
0,0,732,0,TNFa+IL6+IL12+IFNa-,n1202,neonate,LPS,3,pDC
0.14,1,732,1.652903226,TNFa+IL6+IL12-IFNa+,n1202,neonate,LPS,3,pDC
0,0,732,0,TNFa+IL6+IL12-IFNa-,n1202,neonate,LPS,3,pDC
0.41,3,732,4.840645161,TNFa+IL6-IL12+IFNa+,n1202,neonate,LPS,3,pDC
0,0,732,0,TNFa+IL6-IL12+IFNa-,n1202,neonate,LPS,3,pDC
0.41,3,732,4.840645161,TNFa+IL6-IL12-IFNa+,n1202,neonate,LPS,3,pDC
2.6,19,732,30.69677419,TNFa+IL6-IL12-IFNa-,n1202,neonate,LPS,3,pDC
0.14,1,732,1.652903226,TNFa-IL6+IL12+IFNa+,n1202,neonate,LPS,3,pDC
0,0,732,0,TNFa-IL6+IL12+IFNa-,n1202,neonate,LPS,3,pDC
0,0,732,0,TNFa-IL6+IL12-IFNa+,n1202,neonate,LPS,3,pDC
2.19,16,732,25.85612903,TNFa-IL6+IL12-IFNa-,n1202,neonate,LPS,3,pDC
0.55,4,732,6.493548387,TNFa-IL6-IL12+IFNa+,n1202,neonate,LPS,3,pDC
0.96,7,732,11.33419355,TNFa-IL6-IL12+IFNa-,n1202,neonate,LPS,3,pDC
0.96,7,732,11.33419355,TNFa-IL6-IL12-IFNa+,n1202,neonate,LPS,3,pDC
91.5,670,732,NA,TNFa-IL6-IL12-IFNa-,n1202,neonate,LPS,3,pDC
0,0,182,0,TNFa+IL6+IL12+IFNa+,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa+IL6+IL12+IFNa-,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa+IL6+IL12-IFNa+,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa+IL6+IL12-IFNa-,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa+IL6-IL12+IFNa+,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa+IL6-IL12+IFNa-,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa+IL6-IL12-IFNa+,n1206,neonate,LPS,3,pDC
3.3,6,182,54.6,TNFa+IL6-IL12-IFNa-,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa-IL6+IL12+IFNa+,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa-IL6+IL12+IFNa-,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa-IL6+IL12-IFNa+,n1206,neonate,LPS,3,pDC
1.1,2,182,18.2,TNFa-IL6+IL12-IFNa-,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa-IL6-IL12+IFNa+,n1206,neonate,LPS,3,pDC
1.65,3,182,27.3,TNFa-IL6-IL12+IFNa-,n1206,neonate,LPS,3,pDC
0,0,182,0,TNFa-IL6-IL12-IFNa+,n1206,neonate,LPS,3,pDC
93.95,171,182,NA,TNFa-IL6-IL12-IFNa-,n1206,neonate,LPS,3,pDC
0,0,143,0,TNFa+IL6+IL12+IFNa+,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa+IL6+IL12+IFNa-,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa+IL6+IL12-IFNa+,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa+IL6+IL12-IFNa-,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa+IL6-IL12+IFNa+,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa+IL6-IL12+IFNa-,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa+IL6-IL12-IFNa+,n1246,neonate,LPS,3,pDC
2.8,4,143,66.73333333,TNFa+IL6-IL12-IFNa-,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa-IL6+IL12+IFNa+,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa-IL6+IL12+IFNa-,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa-IL6+IL12-IFNa+,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa-IL6+IL12-IFNa-,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa-IL6-IL12+IFNa+,n1246,neonate,LPS,3,pDC
1.4,2,143,33.36666667,TNFa-IL6-IL12+IFNa-,n1246,neonate,LPS,3,pDC
0,0,143,0,TNFa-IL6-IL12-IFNa+,n1246,neonate,LPS,3,pDC
95.8,137,143,NA,TNFa-IL6-IL12-IFNa-,n1246,neonate,LPS,3,pDC
0,0,722,0,TNFa+IL6+IL12+IFNa+,a2004,adult,LPS,4,mDC
0.28,2,722,0.574318182,TNFa+IL6+IL12+IFNa-,a2004,adult,LPS,4,mDC
0,0,722,0,TNFa+IL6+IL12-IFNa+,a2004,adult,LPS,4,mDC
20.91,151,722,42.88926136,TNFa+IL6+IL12-IFNa-,a2004,adult,LPS,4,mDC
0,0,722,0,TNFa+IL6-IL12+IFNa+,a2004,adult,LPS,4,mDC
0.83,6,722,1.702443182,TNFa+IL6-IL12+IFNa-,a2004,adult,LPS,4,mDC
0.14,1,722,0.287159091,TNFa+IL6-IL12-IFNa+,a2004,adult,LPS,4,mDC
20.64,149,722,42.33545455,TNFa+IL6-IL12-IFNa-,a2004,adult,LPS,4,mDC
0,0,722,0,TNFa-IL6+IL12+IFNa+,a2004,adult,LPS,4,mDC
0,0,722,0,TNFa-IL6+IL12+IFNa-,a2004,adult,LPS,4,mDC
0,0,722,0,TNFa-IL6+IL12-IFNa+,a2004,adult,LPS,4,mDC
4.16,30,722,8.532727273,TNFa-IL6+IL12-IFNa-,a2004,adult,LPS,4,mDC
0.83,6,722,1.702443182,TNFa-IL6-IL12+IFNa+,a2004,adult,LPS,4,mDC
0.14,1,722,0.287159091,TNFa-IL6-IL12+IFNa-,a2004,adult,LPS,4,mDC
0.83,6,722,1.702443182,TNFa-IL6-IL12-IFNa+,a2004,adult,LPS,4,mDC
51.24,370,722,NA,TNFa-IL6-IL12-IFNa-,a2004,adult,LPS,4,mDC
0,0,2809,0,TNFa+IL6+IL12+IFNa+,a2005,adult,LPS,4,mDC
0.25,7,2809,1.017753623,TNFa+IL6+IL12+IFNa-,a2005,adult,LPS,4,mDC
0,0,2809,0,TNFa+IL6+IL12-IFNa+,a2005,adult,LPS,4,mDC
6.69,188,2809,27.23508696,TNFa+IL6+IL12-IFNa-,a2005,adult,LPS,4,mDC
0,0,2809,0,TNFa+IL6-IL12+IFNa+,a2005,adult,LPS,4,mDC
0.21,6,2809,0.854913043,TNFa+IL6-IL12+IFNa-,a2005,adult,LPS,4,mDC
0,0,2809,0,TNFa+IL6-IL12-IFNa+,a2005,adult,LPS,4,mDC
11.96,336,2809,48.68933333,TNFa+IL6-IL12-IFNa-,a2005,adult,LPS,4,mDC
0,0,2809,0,TNFa-IL6+IL12+IFNa+,a2005,adult,LPS,4,mDC
0.07,2,2809,0.284971014,TNFa-IL6+IL12+IFNa-,a2005,adult,LPS,4,mDC
0,0,2809,0,TNFa-IL6+IL12-IFNa+,a2005,adult,LPS,4,mDC
3.81,107,2809,15.51056522,TNFa-IL6+IL12-IFNa-,a2005,adult,LPS,4,mDC
0.43,12,2809,1.750536232,TNFa-IL6-IL12+IFNa+,a2005,adult,LPS,4,mDC
0.96,27,2809,3.908173913,TNFa-IL6-IL12+IFNa-,a2005,adult,LPS,4,mDC
0.18,5,2809,0.732782609,TNFa-IL6-IL12-IFNa+,a2005,adult,LPS,4,mDC
75.44,2119,2809,NA,TNFa-IL6-IL12-IFNa-,a2005,adult,LPS,4,mDC
0,0,532,0,TNFa+IL6+IL12+IFNa+,a2006,adult,LPS,4,mDC
0.75,4,532,3.95049505,TNFa+IL6+IL12+IFNa-,a2006,adult,LPS,4,mDC
0,0,532,0,TNFa+IL6+IL12-IFNa+,a2006,adult,LPS,4,mDC
3.95,21,532,20.80594059,TNFa+IL6+IL12-IFNa-,a2006,adult,LPS,4,mDC
0,0,532,0,TNFa+IL6-IL12+IFNa+,a2006,adult,LPS,4,mDC
0.94,5,532,4.951287129,TNFa+IL6-IL12+IFNa-,a2006,adult,LPS,4,mDC
0,0,532,0,TNFa+IL6-IL12-IFNa+,a2006,adult,LPS,4,mDC
5.26,28,532,27.70613861,TNFa+IL6-IL12-IFNa-,a2006,adult,LPS,4,mDC
0,0,532,0,TNFa-IL6+IL12+IFNa+,a2006,adult,LPS,4,mDC
0.56,3,532,2.94970297,TNFa-IL6+IL12+IFNa-,a2006,adult,LPS,4,mDC
0,0,532,0,TNFa-IL6+IL12-IFNa+,a2006,adult,LPS,4,mDC
5.45,29,532,28.70693069,TNFa-IL6+IL12-IFNa-,a2006,adult,LPS,4,mDC
0,0,532,0,TNFa-IL6-IL12+IFNa+,a2006,adult,LPS,4,mDC
2.07,11,532,10.90336634,TNFa-IL6-IL12+IFNa-,a2006,adult,LPS,4,mDC
0,0,532,0,TNFa-IL6-IL12-IFNa+,a2006,adult,LPS,4,mDC
81.02,431,532,NA,TNFa-IL6-IL12-IFNa-,a2006,adult,LPS,4,mDC
0,0,3596,0,TNFa+IL6+IL12+IFNa+,a2007,adult,LPS,4,mDC
0.61,22,3596,2.213481332,TNFa+IL6+IL12+IFNa-,a2007,adult,LPS,4,mDC
0,0,3596,0,TNFa+IL6+IL12-IFNa+,a2007,adult,LPS,4,mDC
9.45,340,3596,34.29081736,TNFa+IL6+IL12-IFNa-,a2007,adult,LPS,4,mDC
0,0,3596,0,TNFa+IL6-IL12+IFNa+,a2007,adult,LPS,4,mDC
0.03,1,3596,0.108859738,TNFa+IL6-IL12+IFNa-,a2007,adult,LPS,4,mDC
0,0,3596,0,TNFa+IL6-IL12-IFNa+,a2007,adult,LPS,4,mDC
5.76,207,3596,20.90106963,TNFa+IL6-IL12-IFNa-,a2007,adult,LPS,4,mDC
0,0,3596,0,TNFa-IL6+IL12+IFNa+,a2007,adult,LPS,4,mDC
0.03,1,3596,0.108859738,TNFa-IL6+IL12+IFNa-,a2007,adult,LPS,4,mDC
0.03,1,3596,0.108859738,TNFa-IL6+IL12-IFNa+,a2007,adult,LPS,4,mDC
11.18,402,3596,40.56839556,TNFa-IL6+IL12-IFNa-,a2007,adult,LPS,4,mDC
0,0,3596,0,TNFa-IL6-IL12+IFNa+,a2007,adult,LPS,4,mDC
0.42,15,3596,1.524036327,TNFa-IL6-IL12+IFNa-,a2007,adult,LPS,4,mDC
0.06,2,3596,0.217719475,TNFa-IL6-IL12-IFNa+,a2007,adult,LPS,4,mDC
72.43,2605,3596,NA,TNFa-IL6-IL12-IFNa-,a2007,adult,LPS,4,mDC
0,0,1005,0,TNFa+IL6+IL12+IFNa+,a2008,adult,LPS,4,mDC
1.69,17,1005,7.136344538,TNFa+IL6+IL12+IFNa-,a2008,adult,LPS,4,mDC
0,0,1005,0,TNFa+IL6+IL12-IFNa+,a2008,adult,LPS,4,mDC
7.06,71,1005,29.81218487,TNFa+IL6+IL12-IFNa-,a2008,adult,LPS,4,mDC
0,0,1005,0,TNFa+IL6-IL12+IFNa+,a2008,adult,LPS,4,mDC
1,10,1005,4.222689076,TNFa+IL6-IL12+IFNa-,a2008,adult,LPS,4,mDC
0,0,1005,0,TNFa+IL6-IL12-IFNa+,a2008,adult,LPS,4,mDC
3.98,40,1005,16.80630252,TNFa+IL6-IL12-IFNa-,a2008,adult,LPS,4,mDC
0,0,1005,0,TNFa-IL6+IL12+IFNa+,a2008,adult,LPS,4,mDC
0.1,1,1005,0.422268908,TNFa-IL6+IL12+IFNa-,a2008,adult,LPS,4,mDC
0,0,1005,0,TNFa-IL6+IL12-IFNa+,a2008,adult,LPS,4,mDC
6.67,67,1005,28.16533613,TNFa-IL6+IL12-IFNa-,a2008,adult,LPS,4,mDC
0.4,4,1005,1.68907563,TNFa-IL6-IL12+IFNa+,a2008,adult,LPS,4,mDC
2.19,22,1005,9.247689076,TNFa-IL6-IL12+IFNa-,a2008,adult,LPS,4,mDC
0.6,6,1005,2.533613445,TNFa-IL6-IL12-IFNa+,a2008,adult,LPS,4,mDC
76.31,767,1005,NA,TNFa-IL6-IL12-IFNa-,a2008,adult,LPS,4,mDC
0,0,3526,0,TNFa+IL6+IL12+IFNa+,a2009,adult,LPS,4,mDC
1.25,44,3526,3.967146715,TNFa+IL6+IL12+IFNa-,a2009,adult,LPS,4,mDC
0,0,3526,0,TNFa+IL6+IL12-IFNa+,a2009,adult,LPS,4,mDC
7.23,255,3526,22.9459766,TNFa+IL6+IL12-IFNa-,a2009,adult,LPS,4,mDC
0,0,3526,0,TNFa+IL6-IL12+IFNa+,a2009,adult,LPS,4,mDC
0.74,26,3526,2.348550855,TNFa+IL6-IL12+IFNa-,a2009,adult,LPS,4,mDC
0,0,3526,0,TNFa+IL6-IL12-IFNa+,a2009,adult,LPS,4,mDC
5.96,210,3526,18.91535554,TNFa+IL6-IL12-IFNa-,a2009,adult,LPS,4,mDC
0.03,1,3526,0.095211521,TNFa-IL6+IL12+IFNa+,a2009,adult,LPS,4,mDC
0.65,23,3526,2.062916292,TNFa-IL6+IL12+IFNa-,a2009,adult,LPS,4,mDC
0.2,7,3526,0.634743474,TNFa-IL6+IL12-IFNa+,a2009,adult,LPS,4,mDC
13.47,475,3526,42.749973,TNFa-IL6+IL12-IFNa-,a2009,adult,LPS,4,mDC
0.09,3,3526,0.285634563,TNFa-IL6-IL12+IFNa+,a2009,adult,LPS,4,mDC
1.56,55,3526,4.9509991,TNFa-IL6-IL12+IFNa-,a2009,adult,LPS,4,mDC
0.34,12,3526,1.079063906,TNFa-IL6-IL12-IFNa+,a2009,adult,LPS,4,mDC
68.48,2415,3526,NA,TNFa-IL6-IL12-IFNa-,a2009,adult,LPS,4,mDC
0,0,6821,0,TNFa+IL6+IL12+IFNa+,a2010,adult,LPS,4,mDC
0.73,50,6821,2.149969775,TNFa+IL6+IL12+IFNa-,a2010,adult,LPS,4,mDC
0,0,6821,0,TNFa+IL6+IL12-IFNa+,a2010,adult,LPS,4,mDC
14.76,1007,6821,43.47062176,TNFa+IL6+IL12-IFNa-,a2010,adult,LPS,4,mDC
0,0,6821,0,TNFa+IL6-IL12+IFNa+,a2010,adult,LPS,4,mDC
0.21,14,6821,0.618484456,TNFa+IL6-IL12+IFNa-,a2010,adult,LPS,4,mDC
0,0,6821,0,TNFa+IL6-IL12-IFNa+,a2010,adult,LPS,4,mDC
16.14,1101,6821,47.53494819,TNFa+IL6-IL12-IFNa-,a2010,adult,LPS,4,mDC
0,0,6821,0,TNFa-IL6+IL12+IFNa+,a2010,adult,LPS,4,mDC
0.01,1,6821,0.029451641,TNFa-IL6+IL12+IFNa-,a2010,adult,LPS,4,mDC
0,0,6821,0,TNFa-IL6+IL12-IFNa+,a2010,adult,LPS,4,mDC
2.02,138,6821,5.949231434,TNFa-IL6+IL12-IFNa-,a2010,adult,LPS,4,mDC
