percentAll,count,totalCount,percentReactive,cytCombo,id,group,stim,concGroup,cell
0,0,543,0,TNFa-IL6+IL12+IFNa+,n1062,neonate,PAM,4,mDC
0.74,4,543,1.979408867,TNFa-IL6+IL12+IFNa-,n1062,neonate,PAM,4,mDC
0,0,543,0,TNFa-IL6+IL12-IFNa+,n1062,neonate,PAM,4,mDC
1.84,10,543,4.921773399,TNFa-IL6+IL12-IFNa-,n1062,neonate,PAM,4,mDC
1.47,8,543,3.932068966,TNFa-IL6-IL12+IFNa+,n1062,neonate,PAM,4,mDC
9.21,50,543,24.63561576,TNFa-IL6-IL12+IFNa-,n1062,neonate,PAM,4,mDC
0.18,1,543,0.481477833,TNFa-IL6-IL12-IFNa+,n1062,neonate,PAM,4,mDC
62.63,340,543,NA,TNFa-IL6-IL12-IFNa-,n1062,neonate,PAM,4,mDC
0.13,2,1531,0.311471049,TNFa+IL6+IL12+IFNa+,n1064,neonate,PAM,4,mDC
0.98,15,1531,2.34801252,TNFa+IL6+IL12+IFNa-,n1064,neonate,PAM,4,mDC
0,0,1531,0,TNFa+IL6+IL12-IFNa+,n1064,neonate,PAM,4,mDC
1.18,18,1531,2.827198748,TNFa+IL6+IL12-IFNa-,n1064,neonate,PAM,4,mDC
0.65,10,1531,1.557355243,TNFa+IL6-IL12+IFNa+,n1064,neonate,PAM,4,mDC
6.86,105,1531,16.43608764,TNFa+IL6-IL12+IFNa-,n1064,neonate,PAM,4,mDC
0.07,1,1531,0.16771518,TNFa+IL6-IL12-IFNa+,n1064,neonate,PAM,4,mDC
12.54,192,1531,30.04497653,TNFa+IL6-IL12-IFNa-,n1064,neonate,PAM,4,mDC
0,0,1531,0,TNFa-IL6+IL12+IFNa+,n1064,neonate,PAM,4,mDC
1.11,17,1531,2.659483568,TNFa-IL6+IL12+IFNa-,n1064,neonate,PAM,4,mDC
0.2,3,1531,0.479186228,TNFa-IL6+IL12-IFNa+,n1064,neonate,PAM,4,mDC
6.01,92,1531,14.39954617,TNFa-IL6+IL12-IFNa-,n1064,neonate,PAM,4,mDC
1.57,24,1531,3.761611894,TNFa-IL6-IL12+IFNa+,n1064,neonate,PAM,4,mDC
9.6,147,1531,23.00093897,TNFa-IL6-IL12+IFNa-,n1064,neonate,PAM,4,mDC
0.85,13,1531,2.036541471,TNFa-IL6-IL12-IFNa+,n1064,neonate,PAM,4,mDC
58.25,892,1531,NA,TNFa-IL6-IL12-IFNa-,n1064,neonate,PAM,4,mDC
0,0,201,0,TNFa+IL6+IL12+IFNa+,n1068,neonate,PAM,4,mDC
0.5,1,201,1.732758621,TNFa+IL6+IL12+IFNa-,n1068,neonate,PAM,4,mDC
0,0,201,0,TNFa+IL6+IL12-IFNa+,n1068,neonate,PAM,4,mDC
1.49,3,201,5.16362069,TNFa+IL6+IL12-IFNa-,n1068,neonate,PAM,4,mDC
0.5,1,201,1.732758621,TNFa+IL6-IL12+IFNa+,n1068,neonate,PAM,4,mDC
2.49,5,201,8.629137931,TNFa+IL6-IL12+IFNa-,n1068,neonate,PAM,4,mDC
0,0,201,0,TNFa+IL6-IL12-IFNa+,n1068,neonate,PAM,4,mDC
7.46,15,201,25.85275862,TNFa+IL6-IL12-IFNa-,n1068,neonate,PAM,4,mDC
0.5,1,201,1.732758621,TNFa-IL6+IL12+IFNa+,n1068,neonate,PAM,4,mDC
1.49,3,201,5.16362069,TNFa-IL6+IL12+IFNa-,n1068,neonate,PAM,4,mDC
0,0,201,0,TNFa-IL6+IL12-IFNa+,n1068,neonate,PAM,4,mDC
8.96,18,201,31.05103448,TNFa-IL6+IL12-IFNa-,n1068,neonate,PAM,4,mDC
0.5,1,201,1.732758621,TNFa-IL6-IL12+IFNa+,n1068,neonate,PAM,4,mDC
3.48,7,201,12.06,TNFa-IL6-IL12+IFNa-,n1068,neonate,PAM,4,mDC
1.49,3,201,5.16362069,TNFa-IL6-IL12-IFNa+,n1068,neonate,PAM,4,mDC
71.14,143,201,NA,TNFa-IL6-IL12-IFNa-,n1068,neonate,PAM,4,mDC
0,0,2746,0,TNFa+IL6+IL12+IFNa+,n1069,neonate,PAM,4,mDC
0.22,6,2746,1.253360996,TNFa+IL6+IL12+IFNa-,n1069,neonate,PAM,4,mDC
0,0,2746,0,TNFa+IL6+IL12-IFNa+,n1069,neonate,PAM,4,mDC
0.76,21,2746,4.329792531,TNFa+IL6+IL12-IFNa-,n1069,neonate,PAM,4,mDC
0.04,1,2746,0.227883817,TNFa+IL6-IL12+IFNa+,n1069,neonate,PAM,4,mDC
0.47,13,2746,2.677634855,TNFa+IL6-IL12+IFNa-,n1069,neonate,PAM,4,mDC
0.04,1,2746,0.227883817,TNFa+IL6-IL12-IFNa+,n1069,neonate,PAM,4,mDC
4.15,114,2746,23.64294606,TNFa+IL6-IL12-IFNa-,n1069,neonate,PAM,4,mDC
0.04,1,2746,0.227883817,TNFa-IL6+IL12+IFNa+,n1069,neonate,PAM,4,mDC
0.25,7,2746,1.424273859,TNFa-IL6+IL12+IFNa-,n1069,neonate,PAM,4,mDC
0.18,5,2746,1.025477178,TNFa-IL6+IL12-IFNa+,n1069,neonate,PAM,4,mDC
4.62,127,2746,26.32058091,TNFa-IL6+IL12-IFNa-,n1069,neonate,PAM,4,mDC
0.76,21,2746,4.329792531,TNFa-IL6-IL12+IFNa+,n1069,neonate,PAM,4,mDC
1.68,46,2746,9.571120332,TNFa-IL6-IL12+IFNa-,n1069,neonate,PAM,4,mDC
4.33,119,2746,24.66842324,TNFa-IL6-IL12-IFNa+,n1069,neonate,PAM,4,mDC
82.46,2264,2746,NA,TNFa-IL6-IL12-IFNa-,n1069,neonate,PAM,4,mDC
0,0,872,0,TNFa+IL6+IL12+IFNa+,n1200,neonate,PAM,4,mDC
1.83,16,872,4.925185185,TNFa+IL6+IL12+IFNa-,n1200,neonate,PAM,4,mDC
0.23,2,872,0.619012346,TNFa+IL6+IL12-IFNa+,n1200,neonate,PAM,4,mDC
6.31,55,872,16.98246914,TNFa+IL6+IL12-IFNa-,n1200,neonate,PAM,4,mDC
0,0,872,0,TNFa+IL6-IL12+IFNa+,n1200,neonate,PAM,4,mDC
0.8,7,872,2.15308642,TNFa+IL6-IL12+IFNa-,n1200,neonate,PAM,4,mDC
0,0,872,0,TNFa+IL6-IL12-IFNa+,n1200,neonate,PAM,4,mDC
2.41,21,872,6.48617284,TNFa+IL6-IL12-IFNa-,n1200,neonate,PAM,4,mDC
0.34,3,872,0.915061728,TNFa-IL6+IL12+IFNa+,n1200,neonate,PAM,4,mDC
2.41,21,872,6.48617284,TNFa-IL6+IL12+IFNa-,n1200,neonate,PAM,4,mDC
0.92,8,872,2.476049383,TNFa-IL6+IL12-IFNa+,n1200,neonate,PAM,4,mDC
15.48,135,872,41.66222222,TNFa-IL6+IL12-IFNa-,n1200,neonate,PAM,4,mDC
0.92,8,872,2.476049383,TNFa-IL6-IL12+IFNa+,n1200,neonate,PAM,4,mDC
2.87,25,872,7.724197531,TNFa-IL6-IL12+IFNa-,n1200,neonate,PAM,4,mDC
2.64,23,872,7.105185185,TNFa-IL6-IL12-IFNa+,n1200,neonate,PAM,4,mDC
62.84,548,872,NA,TNFa-IL6-IL12-IFNa-,n1200,neonate,PAM,4,mDC
0.07,2,2847,0.16189277,TNFa+IL6+IL12+IFNa+,n1202,neonate,PAM,4,mDC
3.37,96,2847,7.793980504,TNFa+IL6+IL12+IFNa-,n1202,neonate,PAM,4,mDC
0.53,15,2847,1.225759545,TNFa+IL6+IL12-IFNa+,n1202,neonate,PAM,4,mDC
9.13,260,2847,21.11544273,TNFa+IL6+IL12-IFNa-,n1202,neonate,PAM,4,mDC
0,0,2847,0,TNFa+IL6-IL12+IFNa+,n1202,neonate,PAM,4,mDC
0.63,18,2847,1.457034931,TNFa+IL6-IL12+IFNa-,n1202,neonate,PAM,4,mDC
0.07,2,2847,0.16189277,TNFa+IL6-IL12-IFNa+,n1202,neonate,PAM,4,mDC
3.16,90,2847,7.308302193,TNFa+IL6-IL12-IFNa-,n1202,neonate,PAM,4,mDC
0.14,4,2847,0.32378554,TNFa-IL6+IL12+IFNa+,n1202,neonate,PAM,4,mDC
2.74,78,2847,6.336945573,TNFa-IL6+IL12+IFNa-,n1202,neonate,PAM,4,mDC
0.49,14,2847,1.133249391,TNFa-IL6+IL12-IFNa+,n1202,neonate,PAM,4,mDC
17.84,508,2847,41.25952884,TNFa-IL6+IL12-IFNa-,n1202,neonate,PAM,4,mDC
0.21,6,2847,0.48567831,TNFa-IL6-IL12+IFNa+,n1202,neonate,PAM,4,mDC
2.88,82,2847,6.660731113,TNFa-IL6-IL12+IFNa-,n1202,neonate,PAM,4,mDC
1.97,56,2847,4.556125102,TNFa-IL6-IL12-IFNa+,n1202,neonate,PAM,4,mDC
56.77,1616,2847,NA,TNFa-IL6-IL12-IFNa-,n1202,neonate,PAM,4,mDC
0,0,1307,0,TNFa+IL6+IL12+IFNa+,n1206,neonate,PAM,4,mDC
1.84,24,1307,6.950520231,TNFa+IL6+IL12+IFNa-,n1206,neonate,PAM,4,mDC
0,0,1307,0,TNFa+IL6+IL12-IFNa+,n1206,neonate,PAM,4,mDC
3.14,41,1307,11.86121387,TNFa+IL6+IL12-IFNa-,n1206,neonate,PAM,4,mDC
0.08,1,1307,0.302196532,TNFa+IL6-IL12+IFNa+,n1206,neonate,PAM,4,mDC
2.14,28,1307,8.083757225,TNFa+IL6-IL12+IFNa-,n1206,neonate,PAM,4,mDC
0.08,1,1307,0.302196532,TNFa+IL6-IL12-IFNa+,n1206,neonate,PAM,4,mDC
5.97,78,1307,22.55141618,TNFa+IL6-IL12-IFNa-,n1206,neonate,PAM,4,mDC
0.08,1,1307,0.302196532,TNFa-IL6+IL12+IFNa+,n1206,neonate,PAM,4,mDC
0.61,8,1307,2.304248555,TNFa-IL6+IL12+IFNa-,n1206,neonate,PAM,4,mDC
0.15,2,1307,0.566618497,TNFa-IL6+IL12-IFNa+,n1206,neonate,PAM,4,mDC
5.66,74,1307,21.38040462,TNFa-IL6+IL12-IFNa-,n1206,neonate,PAM,4,mDC
0.99,13,1307,3.739682081,TNFa-IL6-IL12+IFNa+,n1206,neonate,PAM,4,mDC
4.28,56,1307,16.16751445,TNFa-IL6-IL12+IFNa-,n1206,neonate,PAM,4,mDC
1.45,19,1307,5.477312139,TNFa-IL6-IL12-IFNa+,n1206,neonate,PAM,4,mDC
73.53,961,1307,NA,TNFa-IL6-IL12-IFNa-,n1206,neonate,PAM,4,mDC
0,0,764,0,TNFa+IL6+IL12+IFNa+,n1246,neonate,PAM,4,mDC
0.26,2,764,1.161637427,TNFa+IL6+IL12+IFNa-,n1246,neonate,PAM,4,mDC
0,0,764,0,TNFa+IL6+IL12-IFNa+,n1246,neonate,PAM,4,mDC
1.57,12,764,7.014502924,TNFa+IL6+IL12-IFNa-,n1246,neonate,PAM,4,mDC
0,0,764,0,TNFa+IL6-IL12+IFNa+,n1246,neonate,PAM,4,mDC
2.36,18,764,10.54409357,TNFa+IL6-IL12+IFNa-,n1246,neonate,PAM,4,mDC
0.13,1,764,0.580818713,TNFa+IL6-IL12-IFNa+,n1246,neonate,PAM,4,mDC
7.07,54,764,31.58760234,TNFa+IL6-IL12-IFNa-,n1246,neonate,PAM,4,mDC
0.13,1,764,0.580818713,TNFa-IL6+IL12+IFNa+,n1246,neonate,PAM,4,mDC
0.52,4,764,2.323274854,TNFa-IL6+IL12+IFNa-,n1246,neonate,PAM,4,mDC
0,0,764,0,TNFa-IL6+IL12-IFNa+,n1246,neonate,PAM,4,mDC
2.09,16,764,9.337777778,TNFa-IL6+IL12-IFNa-,n1246,neonate,PAM,4,mDC
0.65,5,764,2.904093567,TNFa-IL6-IL12+IFNa+,n1246,neonate,PAM,4,mDC
5.1,39,764,22.78596491,TNFa-IL6-IL12+IFNa-,n1246,neonate,PAM,4,mDC
2.49,19,764,11.12491228,TNFa-IL6-IL12-IFNa+,n1246,neonate,PAM,4,mDC
77.63,593,764,NA,TNFa-IL6-IL12-IFNa-,n1246,neonate,PAM,4,mDC
0,0,535,0,TNFa+IL6+IL12+IFNa+,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa+IL6+IL12+IFNa-,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa+IL6+IL12-IFNa+,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa+IL6+IL12-IFNa-,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa+IL6-IL12+IFNa+,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa+IL6-IL12+IFNa-,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa+IL6-IL12-IFNa+,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa+IL6-IL12-IFNa-,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa-IL6+IL12+IFNa+,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa-IL6+IL12+IFNa-,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa-IL6+IL12-IFNa+,a2004,adult,PAM,4,pDC
0,0,535,0,TNFa-IL6+IL12-IFNa-,a2004,adult,PAM,4,pDC
0.56,3,535,1.454368932,TNFa-IL6-IL12+IFNa+,a2004,adult,PAM,4,pDC
37.76,202,535,98.06601942,TNFa-IL6-IL12+IFNa-,a2004,adult,PAM,4,pDC
0.19,1,535,0.493446602,TNFa-IL6-IL12-IFNa+,a2004,adult,PAM,4,pDC
61.49,329,535,NA,TNFa-IL6-IL12-IFNa-,a2004,adult,PAM,4,pDC
0,0,500,0,TNFa+IL6+IL12+IFNa+,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa+IL6+IL12+IFNa-,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa+IL6+IL12-IFNa+,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa+IL6+IL12-IFNa-,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa+IL6-IL12+IFNa+,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa+IL6-IL12+IFNa-,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa+IL6-IL12-IFNa+,a2005,adult,PAM,4,pDC
1.2,6,500,3.428571429,TNFa+IL6-IL12-IFNa-,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa-IL6+IL12+IFNa+,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa-IL6+IL12+IFNa-,a2005,adult,PAM,4,pDC
0,0,500,0,TNFa-IL6+IL12-IFNa+,a2005,adult,PAM,4,pDC
0.4,2,500,1.142857143,TNFa-IL6+IL12-IFNa-,a2005,adult,PAM,4,pDC
0.2,1,500,0.571428571,TNFa-IL6-IL12+IFNa+,a2005,adult,PAM,4,pDC
33,165,500,94.28571429,TNFa-IL6-IL12+IFNa-,a2005,adult,PAM,4,pDC
0.2,1,500,0.571428571,TNFa-IL6-IL12-IFNa+,a2005,adult,PAM,4,pDC
65,325,500,NA,TNFa-IL6-IL12-IFNa-,a2005,adult,PAM,4,pDC
0,0,88,0,TNFa+IL6+IL12+IFNa+,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa+IL6+IL12+IFNa-,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa+IL6+IL12-IFNa+,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa+IL6+IL12-IFNa-,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa+IL6-IL12+IFNa+,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa+IL6-IL12+IFNa-,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa+IL6-IL12-IFNa+,a2006,adult,PAM,4,pDC
2.27,2,88,6.888275862,TNFa+IL6-IL12-IFNa-,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa-IL6+IL12+IFNa+,a2006,adult,PAM,4,pDC
1.14,1,88,3.459310345,TNFa-IL6+IL12+IFNa-,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa-IL6+IL12-IFNa+,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa-IL6+IL12-IFNa-,a2006,adult,PAM,4,pDC
0,0,88,0,TNFa-IL6-IL12+IFNa+,a2006,adult,PAM,4,pDC
28.41,25,88,86.20965517,TNFa-IL6-IL12+IFNa-,a2006,adult,PAM,4,pDC
1.14,1,88,3.459310345,TNFa-IL6-IL12-IFNa+,a2006,adult,PAM,4,pDC
67.04,59,88,NA,TNFa-IL6-IL12-IFNa-,a2006,adult,PAM,4,pDC
0,0,738,0,TNFa+IL6+IL12+IFNa+,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa+IL6+IL12+IFNa-,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa+IL6+IL12-IFNa+,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa+IL6+IL12-IFNa-,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa+IL6-IL12+IFNa+,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa+IL6-IL12+IFNa-,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa+IL6-IL12-IFNa+,a2007,adult,PAM,4,pDC
0.27,2,738,1.443913043,TNFa+IL6-IL12-IFNa-,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa-IL6+IL12+IFNa+,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa-IL6+IL12+IFNa-,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa-IL6+IL12-IFNa+,a2007,adult,PAM,4,pDC
1.36,10,738,7.273043478,TNFa-IL6+IL12-IFNa-,a2007,adult,PAM,4,pDC
0,0,738,0,TNFa-IL6-IL12+IFNa+,a2007,adult,PAM,4,pDC
16.8,124,738,89.84347826,TNFa-IL6-IL12+IFNa-,a2007,adult,PAM,4,pDC
0.27,2,738,1.443913043,TNFa-IL6-IL12-IFNa+,a2007,adult,PAM,4,pDC
81.3,600,738,NA,TNFa-IL6-IL12-IFNa-,a2007,adult,PAM,4,pDC
0,0,66,0,TNFa+IL6+IL12+IFNa+,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa+IL6+IL12+IFNa-,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa+IL6+IL12-IFNa+,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa+IL6+IL12-IFNa-,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa+IL6-IL12+IFNa+,a2008,adult,PAM,4,pDC
1.52,1,66,4.18,TNFa+IL6-IL12+IFNa-,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa+IL6-IL12-IFNa+,a2008,adult,PAM,4,pDC
7.58,5,66,20.845,TNFa+IL6-IL12-IFNa-,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa-IL6+IL12+IFNa+,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa-IL6+IL12+IFNa-,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa-IL6+IL12-IFNa+,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa-IL6+IL12-IFNa-,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa-IL6-IL12+IFNa+,a2008,adult,PAM,4,pDC
27.27,18,66,74.9925,TNFa-IL6-IL12+IFNa-,a2008,adult,PAM,4,pDC
0,0,66,0,TNFa-IL6-IL12-IFNa+,a2008,adult,PAM,4,pDC
63.63,42,66,NA,TNFa-IL6-IL12-IFNa-,a2008,adult,PAM,4,pDC
0,0,293,0,TNFa+IL6+IL12+IFNa+,a2009,adult,PAM,4,pDC
0,0,293,0,TNFa+IL6+IL12+IFNa-,a2009,adult,PAM,4,pDC
0,0,293,0,TNFa+IL6+IL12-IFNa+,a2009,adult,PAM,4,pDC
0,0,293,0,TNFa+IL6+IL12-IFNa-,a2009,adult,PAM,4,pDC
0,0,293,0,TNFa+IL6-IL12+IFNa+,a2009,adult,PAM,4,pDC
0.34,1,293,0.851452991,TNFa+IL6-IL12+IFNa-,a2009,adult,PAM,4,pDC
0,0,293,0,TNFa+IL6-IL12-IFNa+,a2009,adult,PAM,4,pDC
0.68,2,293,1.702905983,TNFa+IL6-IL12-IFNa-,a2009,adult,PAM,4,pDC
0,0,293,0,TNFa-IL6+IL12+IFNa+,a2009,adult,PAM,4,pDC
0.34,1,293,0.851452991,TNFa-IL6+IL12+IFNa-,a2009,adult,PAM,4,pDC
0,0,293,0,TNFa-IL6+IL12-IFNa+,a2009,adult,PAM,4,pDC
0.68,2,293,1.702905983,TNFa-IL6+IL12-IFNa-,a2009,adult,PAM,4,pDC
0.34,1,293,0.851452991,TNFa-IL6-IL12+IFNa+,a2009,adult,PAM,4,pDC
37.2,109,293,93.15897436,TNFa-IL6-IL12+IFNa-,a2009,adult,PAM,4,pDC
0.34,1,293,0.851452991,TNFa-IL6-IL12-IFNa+,a2009,adult,PAM,4,pDC
60.08,176,293,NA,TNFa-IL6-IL12-IFNa-,a2009,adult,PAM,4,pDC
0,0,645,0,TNFa+IL6+IL12+IFNa+,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa+IL6+IL12+IFNa-,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa+IL6+IL12-IFNa+,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa+IL6+IL12-IFNa-,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa+IL6-IL12+IFNa+,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa+IL6-IL12+IFNa-,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa+IL6-IL12-IFNa+,a2010,adult,PAM,4,pDC
1.24,8,645,3.186454183,TNFa+IL6-IL12-IFNa-,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa-IL6+IL12+IFNa+,a2010,adult,PAM,4,pDC
0.16,1,645,0.411155378,TNFa-IL6+IL12+IFNa-,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa-IL6+IL12-IFNa+,a2010,adult,PAM,4,pDC
0,0,645,0,TNFa-IL6+IL12-IFNa-,a2010,adult,PAM,4,pDC
6.98,45,645,17.93665339,TNFa-IL6-IL12+IFNa+,a2010,adult,PAM,4,pDC
28.37,183,645,72.90298805,TNFa-IL6-IL12+IFNa-,a2010,adult,PAM,4,pDC
2.17,14,645,5.576294821,TNFa-IL6-IL12-IFNa+,a2010,adult,PAM,4,pDC
61.08,394,645,NA,TNFa-IL6-IL12-IFNa-,a2010,adult,PAM,4,pDC
0,0,363,0,TNFa+IL6+IL12+IFNa+,a2012,adult,PAM,4,pDC
0,0,363,0,TNFa+IL6+IL12+IFNa-,a2012,adult,PAM,4,pDC
0,0,363,0,TNFa+IL6+IL12-IFNa+,a2012,adult,PAM,4,pDC
0,0,363,0,TNFa+IL6+IL12-IFNa-,a2012,adult,PAM,4,pDC
0,0,363,0,TNFa+IL6-IL12+IFNa+,a2012,adult,PAM,4,pDC
0.28,1,363,0.775877863,TNFa+IL6-IL12+IFNa-,a2012,adult,PAM,4,pDC
0.28,1,363,0.775877863,TNFa+IL6-IL12-IFNa+,a2012,adult,PAM,4,pDC
2.48,9,363,6.872061069,TNFa+IL6-IL12-IFNa-,a2012,adult,PAM,4,pDC
0,0,363,0,TNFa-IL6+IL12+IFNa+,a2012,adult,PAM,4,pDC
0,0,363,0,TNFa-IL6+IL12+IFNa-,a2012,adult,PAM,4,pDC
0,0,363,0,TNFa-IL6+IL12-IFNa+,a2012,adult,PAM,4,pDC
3.03,11,363,8.39610687,TNFa-IL6+IL12-IFNa-,a2012,adult,PAM,4,pDC
1.1,4,363,3.048091603,TNFa-IL6-IL12+IFNa+,a2012,adult,PAM,4,pDC
19.56,71,363,54.20061069,TNFa-IL6-IL12+IFNa-,a2012,adult,PAM,4,pDC
9.37,34,363,25.96419847,TNFa-IL6-IL12-IFNa+,a2012,adult,PAM,4,pDC
63.9,232,363,NA,TNFa-IL6-IL12-IFNa-,a2012,adult,PAM,4,pDC
0,0,928,0,TNFa+IL6+IL12+IFNa+,a2013,adult,PAM,4,pDC
0.22,2,928,0.737039711,TNFa+IL6+IL12+IFNa-,a2013,adult,PAM,4,pDC
0,0,928,0,TNFa+IL6+IL12-IFNa+,a2013,adult,PAM,4,pDC
0,0,928,0,TNFa+IL6+IL12-IFNa-,a2013,adult,PAM,4,pDC
0,0,928,0,TNFa+IL6-IL12+IFNa+,a2013,adult,PAM,4,pDC
0.86,8,928,2.881155235,TNFa+IL6-IL12+IFNa-,a2013,adult,PAM,4,pDC
0.22,2,928,0.737039711,TNFa+IL6-IL12-IFNa+,a2013,adult,PAM,4,pDC
2.05,19,928,6.867870036,TNFa+IL6-IL12-IFNa-,a2013,adult,PAM,4,pDC
0,0,928,0,TNFa-IL6+IL12+IFNa+,a2013,adult,PAM,4,pDC
0,0,928,0,TNFa-IL6+IL12+IFNa-,a2013,adult,PAM,4,pDC
0.11,1,928,0.368519856,TNFa-IL6+IL12-IFNa+,a2013,adult,PAM,4,pDC
0.65,6,928,2.177617329,TNFa-IL6+IL12-IFNa-,a2013,adult,PAM,4,pDC
0.75,7,928,2.512635379,TNFa-IL6-IL12+IFNa+,a2013,adult,PAM,4,pDC
23.92,222,928,80.13631769,TNFa-IL6-IL12+IFNa-,a2013,adult,PAM,4,pDC
1.08,10,928,3.618194946,TNFa-IL6-IL12-IFNa+,a2013,adult,PAM,4,pDC
70.14,651,928,NA,TNFa-IL6-IL12-IFNa-,a2013,adult,PAM,4,pDC
0,0,1085,0,TNFa+IL6+IL12+IFNa+,a2014,adult,PAM,4,pDC
0,0,1085,0,TNFa+IL6+IL12+IFNa-,a2014,adult,PAM,4,pDC
0,0,1085,0,TNFa+IL6+IL12-IFNa+,a2014,adult,PAM,4,pDC
0,0,1085,0,TNFa+IL6+IL12-IFNa-,a2014,adult,PAM,4,pDC
0,0,1085,0,TNFa+IL6-IL12+IFNa+,a2014,adult,PAM,4,pDC
0.74,8,1085,1.820634921,TNFa+IL6-IL12+IFNa-,a2014,adult,PAM,4,pDC
0.09,1,1085,0.221428571,TNFa+IL6-IL12-IFNa+,a2014,adult,PAM,4,pDC
1.47,16,1085,3.616666667,TNFa+IL6-IL12-IFNa-,a2014,adult,PAM,4,pDC
0,0,1085,0,TNFa-IL6+IL12+IFNa+,a2014,adult,PAM,4,pDC
0.18,2,1085,0.442857143,TNFa-IL6+IL12+IFNa-,a2014,adult,PAM,4,pDC
0.09,1,1085,0.221428571,TNFa-IL6+IL12-IFNa+,a2014,adult,PAM,4,pDC
0.28,3,1085,0.688888889,TNFa-IL6+IL12-IFNa-,a2014,adult,PAM,4,pDC
0.83,9,1085,2.042063492,TNFa-IL6-IL12+IFNa+,a2014,adult,PAM,4,pDC
36.22,393,1085,89.11269841,TNFa-IL6-IL12+IFNa-,a2014,adult,PAM,4,pDC
0.74,8,1085,1.820634921,TNFa-IL6-IL12-IFNa+,a2014,adult,PAM,4,pDC
59.36,644,1085,NA,TNFa-IL6-IL12-IFNa-,a2014,adult,PAM,4,pDC
0,0,402,0,TNFa+IL6+IL12+IFNa+,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa+IL6+IL12+IFNa-,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa+IL6+IL12-IFNa+,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa+IL6+IL12-IFNa-,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa+IL6-IL12+IFNa+,a2015,adult,PAM,4,pDC
0.25,1,402,0.858974359,TNFa+IL6-IL12+IFNa-,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa+IL6-IL12-IFNa+,a2015,adult,PAM,4,pDC
1.49,6,402,5.119487179,TNFa+IL6-IL12-IFNa-,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa-IL6+IL12+IFNa+,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa-IL6+IL12+IFNa-,a2015,adult,PAM,4,pDC
0,0,402,0,TNFa-IL6+IL12-IFNa+,a2015,adult,PAM,4,pDC
